Female2010,FemaleWorth2010,Male2010,MaleWorth2010,Female2011,FemaleWorth2011,Male2011,MaleWorth2011,Female2012,FemaleWorth2012,Male2012,MaleWorth2012,Female2013,FemaleWorth2013,Male2013,MaleWorth2013,Female2014,FemaleWorth2014,Male2014,MaleWorth2014,Female2015,FemaleWorth2015,Male2015,MaleWorth2015,Female2016,FemaleWorth2016,Male2016,MaleWorth2016,Female2017,FemaleWorth2017,Male2017,MaleWorth2017,Female2018,FemaleWorth2018,Male2018,MaleWorth2018,Female2019,FemaleWorth2019,Male2019,MaleWorth2019,Female2020,FemaleWorth2020,Male2020,MaleWorth2020,Female2021,FemaleWorth2021,Male2021,MaleWorth2021,Female2022,FemaleWorth2022,Male2022,MaleWorth2022,Female2023,FemaleWorth2023,Male2023,MaleWorth2023
Female,225,Male,535,Female,265,Male,740,Female,253,Male,690,Female,300,Male,730,Female,367,Male,760,Female,417,Male,792,Female,361,Male,750,Female,395,Male,860,Female,460,Male,1120,Female,493,Male,1310,Female,544,Male,1130,Female,736,Male,1770,Female,748,Male,2190,Female,805,Male,2110
Female,206,Male,530,Female,235,Male,560,Female,240,Male,610,Female,282,Male,670,Female,345,Male,720,Female,401,Male,771,Female,323,Male,670,Female,338,Male,756,Female,422,Male,900,Female,444,Male,965,Female,489,Male,980,Female,618,Male,1510,Female,653,Male,1710,Female,590,Male,1800
Female,200,Male,470,Female,212,Male,500,Female,233,Male,440,Female,263,Male,570,Female,343,Male,640,Female,394,Male,727,Female,234,Male,608,Female,270,Male,728,Female,250,Male,840,Female,239,Male,825,Female,382,Male,760,Female,530,Male,1500,Female,600,Male,1580,Female,567,Male,1140
Female,130,Male,290,Female,192,Male,410,Female,180,Male,410,Female,174,Male,535,Female,200,Male,582,Female,266,Male,645,Female,221,Male,500,Female,252,Male,713,Female,236,Male,720,Female,221,Male,760,Female,360,Male,675,Female,464,Male,1240,Female,436,Male,1290,Female,383,Male,1070
Female,122,Male,287,Female,146,Male,395,Female,178,Male,375,Female,170,Male,430,Female,177,Male,480,Female,234,Male,543,Female,185,Male,452,Female,204,Male,560,Female,219,Male,710,Female,210,Male,640,Female,247,Male,590,Female,382,Male,970,Female,317,Male,1180,Female,350,Male,1060
Female,115,Male,280,Female,140,Male,311,Female,140,Male,360,Female,170,Male,340,Female,174,Male,400,Female,195,Male,429,Female,167,Male,446,Female,200,Male,545,Female,188,Male,700,Female,186,Male,627,Female,203,Male,551,Female,313,Male,960,Female,302,Male,1110,Female,312,Male,1040
Female,111,Male,275,Female,134,Male,310,Female,138,Male,300,Female,143,Male,340,Female,173,Male,400,Female,170,Male,429,Female,131,Male,436,Female,150,Male,522,Female,174,Male,671,Female,156,Male,625,Female,168,Male,547,Female,296,Male,930,Female,275,Male,1070,Female,274,Male,945
Female,110,Male,270,Female,132,Male,300,Female,130,Male,260,Female,127,Male,310,Female,155,Male,380,Female,168,Male,406,Female,123,Male,400,Female,144,Male,483,Female,163,Male,600,Female,154,Male,623,Female,164,Male,546,Female,277,Male,915,Female,243,Male,1060,Female,270,Male,930
Female,110,Male,250,Female,113,Male,270,Female,125,Male,255,Female,124,Male,290,Female,155,Male,347,Female,139,Male,391,Female,101,Male,396,Female,137,Male,483,Female,159,Male,600,Female,152,Male,555,Female,146,Male,541,Female,236,Male,890,Female,228,Male,914,Female,244,Male,834
Female,100,Male,235,Female,100,Male,260,Female,109,Male,254,Female,120,Male,280,Female,140,Male,344,Female,135,Male,372,Female,101,Male,396,Female,126,Male,475,Female,158,Male,585,Female,151,Male,508,Female,131,Male,527,Female,233,Male,845,Female,212,Male,907,Female,231,Male,807
Female,70,Male,230,Female,98,Male,255,Female,103,Male,250,Female,115,Male,270,Female,128,Male,342,Female,134,Male,355,Female,97,Male,352,Female,122,Male,415,Female,130,Male,500,Female,142,Male,505,Female,128,Male,521,Female,209,Male,770,Female,187,Male,900,Female,216,Male,792
Female,60,Male,224,Female,90,Male,245,Female,100,Male,250,Female,110,Male,267,Female,111,Male,335,Female,123,Male,348,Female,88,Male,344,Female,95,Male,407,Female,88,Male,488,Female,94,Male,505,Female,120,Male,509,Female,197,Male,689,Female,182,Male,820,Female,175,Male,773
Female,55,Male,210,Female,75,Male,240,Female,90,Male,249,Female,107,Male,265,Female,104,Male,330,Female,116,Male,334,Female,68,Male,340,Female,90,Male,398,Female,87,Male,475,Female,93,Male,500,Female,119,Male,491,Female,190,Male,687,Female,177,Male,812,Female,167,Male,760
Female,50,Male,207,Female,67,Male,233,Female,77,Male,237,Female,106,Male,261,Female,100,Male,323,Female,104,Male,333,Female,64,Male,336,Female,81,Male,341,Female,87,Male,464,Female,79,Male,498,Female,108,Male,480,Female,183,Male,658,Female,166,Male,673,Female,165,Male,680
Female,50,Male,198,Female,65,Male,230,Female,68,Male,231,Female,92,Male,260,Female,88,Male,320,Female,88,Male,314,Female,64,Male,319,Female,81,Male,340,Female,79,Male,462,Female,74,Male,446,Female,108,Male,388,Female,182,Male,628,Female,164,Male,662,Female,158,Male,644
Female,45,Male,194,Female,58,Male,220,Female,65,Male,223,Female,80,Male,252,Female,85,Male,318,Female,85,Male,297,Female,64,Male,287,Female,74,Male,313,Female,78,Male,453,Female,72,Male,443,Female,91,Male,382,Female,167,Male,602,Female,153,Male,657,Female,147,Male,590
Female,45,Male,190,Female,55,Male,220,Female,63,Male,220,Female,76,Male,230,Female,81,Male,310,Female,84,Male,292,Female,61,Male,278,Female,68,Male,312,Female,77,Male,401,Female,69,Male,412,Female,89,Male,381,Female,154,Male,595,Female,152,Male,650,Female,141,Male,588
Female,44,Male,187,Female,51,Male,213,Female,57,Male,207,Female,66,Male,228,Female,77,Male,285,Female,67,Male,269,Female,59,Male,271,Female,67,Male,304,Female,74,Male,390,Female,67,Male,388,Female,82,Male,368,Female,147,Male,590,Female,126,Male,650,Female,137,Male,576
Female,39,Male,185,Female,47,Male,210,Female,47,Male,200,Female,61,Male,215,Female,69,Male,265,Female,67,Male,266,Female,57,Male,252,Female,63,Male,300,Female,73,Male,385,Female,65,Male,373,Female,79,Male,316,Female,139,Male,553,Female,107,Male,600,Female,120,Male,544
Female,35,Male,180,Female,47,Male,200,Female,45,Male,190,Female,60,Male,204,Female,64,Male,250,Female,63,Male,266,Female,57,Male,249,Female,60,Male,292,Female,72,Male,384,Female,65,Male,362,Female,76,Male,295,Female,130,Male,519,Female,98,Male,596,Female,109,Male,501
Female,34,Male,175,Female,42,Male,198,Female,45,Male,187,Female,60,Male,203,Female,64,Male,250,Female,62,Male,255,Female,55,Male,244,Female,60,Male,283,Female,71,Male,349,Female,63,Male,351,Female,71,Male,281,Female,125,Male,505,Female,95,Male,551,Female,102,Male,472
Female,34,Male,175,Female,41,Male,198,Female,41,Male,187,Female,57,Male,203,Female,63,Male,245,Female,62,Male,250,Female,55,Male,238,Female,60,Male,272,Female,70,Male,303,Female,62,Male,343,Female,69,Male,270,Female,107,Male,499,Female,94,Male,500,Female,101,Male,451
Female,32,Male,175,Female,38,Male,196,Female,41,Male,184,Female,51,Male,200,Female,63,Male,230,Female,61,Male,248,Female,52,Male,235,Female,58,Male,270,Female,69,Male,303,Female,62,Male,334,Female,69,Male,268,Female,97,Male,484,Female,90,Male,492,Female,98,Male,450
Female,31,Male,175,Female,37,Male,190,Female,41,Male,183,Female,51,Male,200,Female,63,Male,226,Female,61,Male,245,Female,52,Male,234,Female,57,Male,262,Female,68,Male,300,Female,61,Male,325,Female,66,Male,247,Female,94,Male,464,Female,88,Male,473,Female,96,Male,429
Female,30,Male,170,Female,34,Male,185,Female,39,Male,181,Female,51,Male,200,Female,61,Male,220,Female,58,Male,242,Female,51,Male,234,Female,57,Male,252,Female,66,Male,296,Female,60,Male,317,Female,62,Male,246,Female,91,Male,454,Female,85,Male,471,Female,96,Male,401
Female,30,Male,170,Female,34,Male,181,Female,39,Male,180,Female,51,Male,195,Female,60,Male,211,Female,58,Male,242,Female,51,Male,215,Female,57,Male,249,Female,66,Male,274,Female,60,Male,301,Female,62,Male,245,Female,91,Male,451,Female,84,Male,448,Female,96,Male,391
Female,29,Male,170,Female,32,Male,181,Female,36,Male,180,Female,50,Male,192,Female,58,Male,204,Female,56,Male,235,Female,50,Male,208,Female,56,Male,244,Female,63,Male,270,Female,60,Male,297,Female,62,Male,229,Female,88,Male,441,Female,84,Male,414,Female,96,Male,389
Female,28,Male,167,Female,32,Male,180,Female,36,Male,178,Female,45,Male,189,Female,52,Male,200,Female,56,Male,227,Female,50,Male,205,Female,56,Male,232,Female,63,Male,253,Female,60,Male,252,Female,62,Male,218,Female,87,Male,423,Female,82,Male,404,Female,92,Male,383
Female,27,Male,158,Female,31,Male,180,Female,35,Male,176,Female,44,Male,182,Female,51,Male,200,Female,53,Male,226,Female,48,Male,203,Female,55,Male,212,Female,59,Male,250,Female,60,Male,240,Female,61,Male,217,Female,87,Male,418,Female,82,Male,373,Female,89,Male,380
Female,27,Male,145,Female,31,Male,178,Female,35,Male,175,Female,43,Male,178,Female,51,Male,197,Female,53,Male,215,Female,45,Male,198,Female,54,Male,211,Female,59,Male,236,Female,59,Male,239,Female,61,Male,216,Female,87,Male,390,Female,82,Male,372,Female,88,Male,353
Female,25,Male,145,Female,31,Male,177,Female,35,Male,175,Female,43,Male,176,Female,49,Male,196,Female,52,Male,215,Female,45,Male,193,Female,53,Male,207,Female,59,Male,235,Female,59,Male,228,Female,60,Male,216,Female,86,Male,377,Female,81,Male,362,Female,88,Male,350
Female,25,Male,140,Female,30,Male,168,Female,34,Male,174,Female,42,Male,170,Female,48,Male,193,Female,51,Male,211,Female,45,Male,187,Female,52,Male,205,Female,59,Male,230,Female,59,Male,226,Female,58,Male,199,Female,84,Male,369,Female,81,Male,348,Female,85,Male,347
Female,24,Male,137,Female,29,Male,168,Female,34,Male,165,Female,41,Male,170,Female,48,Male,193,Female,50,Male,210,Female,44,Male,181,Female,52,Male,204,Female,59,Male,230,Female,59,Male,226,Female,56,Male,198,Female,83,Male,356,Female,79,Male,348,Female,84,Male,334
Female,24,Male,135,Female,29,Male,166,Female,33,Male,160,Female,41,Male,167,Female,48,Male,192,Female,50,Male,204,Female,42,Male,175,Female,50,Male,200,Female,58,Male,227,Female,58,Male,226,Female,55,Male,197,Female,80,Male,351,Female,79,Male,326,Female,84,Male,326
Female,24,Male,135,Female,28,Male,160,Female,33,Male,160,Female,41,Male,165,Female,48,Male,187,Female,48,Male,202,Female,41,Male,173,Female,49,Male,199,Female,56,Male,227,Female,58,Male,224,Female,55,Male,197,Female,78,Male,345,Female,79,Male,325,Female,83,Male,321
Female,22,Male,134,Female,28,Male,160,Female,33,Male,159,Female,40,Male,165,Female,47,Male,186,Female,47,Male,202,Female,41,Male,172,Female,49,Male,196,Female,55,Male,226,Female,57,Male,223,Female,54,Male,185,Female,78,Male,345,Female,79,Male,317,Female,82,Male,316
Female,22,Male,130,Female,28,Male,160,Female,32,Male,159,Female,39,Male,161,Female,46,Male,186,Female,46,Male,201,Female,41,Male,170,Female,46,Male,188,Female,55,Male,220,Female,57,Male,222,Female,51,Male,184,Female,78,Male,337,Female,79,Male,312,Female,81,Male,316
Female,22,Male,127,Female,27,Male,158,Female,32,Male,159,Female,39,Male,160,Female,45,Male,184,Female,45,Male,200,Female,40,Male,167,Female,45,Male,187,Female,55,Male,217,Female,57,Male,216,Female,51,Male,181,Female,78,Male,335,Female,78,Male,312,Female,79,Male,312
Female,22,Male,123,Female,26,Male,151,Female,31,Male,157,Female,38,Male,160,Female,44,Male,184,Female,44,Male,194,Female,39,Male,166,Female,45,Male,184,Female,55,Male,212,Female,56,Male,215,Female,51,Male,180,Female,76,Male,330,Female,76,Male,308,Female,77,Male,302
Female,21,Male,120,Female,26,Male,146,Female,30,Male,153,Female,37,Male,159,Female,44,Male,184,Female,43,Male,192,Female,39,Male,164,Female,44,Male,183,Female,55,Male,209,Female,54,Male,213,Female,50,Male,174,Female,75,Male,320,Female,76,Male,287,Female,76,Male,297
Female,21,Male,120,Female,25,Male,145,Female,28,Male,145,Female,37,Male,154,Female,42,Male,179,Female,43,Male,191,Female,39,Male,156,Female,44,Male,183,Female,55,Male,203,Female,51,Male,207,Female,49,Male,171,Female,74,Male,317,Female,74,Male,286,Female,73,Male,295
Female,21,Male,120,Female,25,Male,145,Female,28,Male,144,Female,36,Male,154,Female,42,Male,176,Female,43,Male,190,Female,38,Male,156,Female,44,Male,180,Female,55,Male,202,Female,50,Male,205,Female,49,Male,171,Female,74,Male,313,Female,72,Male,283,Female,71,Male,285
Female,21,Male,115,Female,25,Male,144,Female,27,Male,142,Female,36,Male,153,Female,41,Male,175,Female,41,Male,181,Female,38,Male,155,Female,43,Male,179,Female,54,Male,202,Female,50,Male,201,Female,48,Male,171,Female,73,Male,291,Female,71,Male,274,Female,71,Male,281
Female,21,Male,112,Female,24,Male,139,Female,27,Male,142,Female,35,Male,153,Female,39,Male,172,Female,41,Male,175,Female,38,Male,154,Female,43,Male,175,Female,54,Male,201,Female,50,Male,198,Female,48,Male,170,Female,73,Male,284,Female,70,Male,273,Female,70,Male,278
Female,20,Male,110,Female,24,Male,138,Female,27,Male,140,Female,34,Male,152,Female,37,Male,167,Female,40,Male,173,Female,38,Male,154,Female,43,Male,173,Female,54,Male,201,Female,48,Male,198,Female,47,Male,170,Female,72,Male,277,Female,70,Male,272,Female,69,Male,267
Female,20,Male,110,Female,23,Male,135,Female,26,Male,138,Female,34,Male,151,Female,37,Male,166,Female,40,Male,163,Female,37,Male,153,Female,42,Male,170,Female,54,Male,200,Female,48,Male,194,Female,47,Male,170,Female,71,Male,270,Female,69,Male,261,Female,69,Male,266
Female,20,Male,110,Female,23,Male,134,Female,26,Male,138,Female,34,Male,150,Female,37,Male,162,Female,37,Male,161,Female,37,Male,151,Female,42,Male,168,Female,54,Male,200,Female,47,Male,189,Female,45,Male,168,Female,71,Male,269,Female,69,Male,252,Female,69,Male,256
Female,20,Male,107,Female,23,Male,133,Female,25,Male,138,Female,32.5,Male,150,Female,37,Male,160,Female,37,Male,160,Female,36,Male,150,Female,41,Male,166,Female,53,Male,199,Female,47,Male,186,Female,45,Male,166,Female,67,Male,264,Female,68,Male,243,Female,69,Male,255
Female,20,Male,106,Female,23,Male,130,Female,25,Male,135,Female,32,Male,148,Female,36,Male,159,Female,37,Male,159,Female,36,Male,147,Female,41,Male,164,Female,52,Male,195,Female,47,Male,185,Female,45,Male,165,Female,67,Male,263,Female,66,Male,243,Female,68,Male,253
Female,20,Male,105,Female,23,Male,130,Female,25,Male,134,Female,32,Male,144,Female,35,Male,156,Female,37,Male,156,Female,36,Male,146,Female,40,Male,161,Female,52,Male,195,Female,47,Male,184,Female,44,Male,165,Female,66,Male,262,Female,66,Male,241,Female,68,Male,252
Female,18,Male,105,Female,22,Male,130,Female,25,Male,132,Female,32,Male,144,Female,35,Male,155,Female,37,Male,154,Female,36,Male,145,Female,39,Male,161,Female,51,Male,191,Female,46,Male,181,Female,44,Male,164,Female,65,Male,261,Female,66,Male,240,Female,68,Male,246
Female,18,Male,103,Female,22,Male,127,Female,25,Male,130,Female,30,Male,143,Female,34,Male,153,Female,36,Male,154,Female,35,Male,145,Female,39,Male,160,Female,51,Male,188,Female,46,Male,177,Female,43,Male,162,Female,65,Male,259,Female,65,Male,239,Female,68,Male,242
Female,17,Male,102,Female,20,Male,125,Female,25,Male,125,Female,30,Male,143,Female,34,Male,153,Female,36,Male,153,Female,34,Male,144,Female,39,Male,159,Female,50,Male,187,Female,43,Male,175,Female,43,Male,161,Female,64,Male,258,Female,64,Male,237,Female,67,Male,237
Female,17,Male,101,Female,20,Male,125,Female,24,Male,125,Female,29,Male,142,Female,34,Male,153,Female,35,Male,153,Female,34,Male,144,Female,39,Male,159,Female,50,Male,186,Female,43,Male,174,Female,40,Male,155,Female,62,Male,258,Female,63,Male,235,Female,67,Male,235
Female,17,Male,100,Female,20,Male,123,Female,23,Male,124,Female,29,Male,141,Female,33,Male,151,Female,34,Male,152,Female,34,Male,134,Female,39,Male,158,Female,50,Male,185,Female,43,Male,174,Female,40,Male,154,Female,62,Male,255,Female,62,Male,232,Female,67,Male,234
Female,17,Male,100,Female,20,Male,120,Female,23,Male,124,Female,28,Male,141,Female,33,Male,150,Female,34,Male,149,Female,34,Male,133,Female,39,Male,157,Female,50,Male,182,Female,42,Male,171,Female,40,Male,152,Female,60,Male,250,Female,62,Male,231,Female,67,Male,231
Female,16,Male,100,Female,20,Male,120,Female,23,Male,124,Female,28,Male,139,Female,32,Male,149,Female,34,Male,148,Female,33,Male,132,Female,38,Male,154,Female,47,Male,180,Female,41,Male,171,Female,39,Male,152,Female,60,Male,249,Female,61,Male,230,Female,66,Male,229
Female,16,Male,100,Female,20,Male,119,Female,23,Male,122,Female,28,Male,135,Female,32,Male,147,Female,34,Male,147,Female,33,Male,131,Female,38,Male,153,Female,47,Male,179,Female,41,Male,169,Female,39,Male,152,Female,60,Male,249,Female,59,Male,228,Female,66,Male,226
Female,16,Male,100,Female,20,Male,115,Female,23,Male,121,Female,28,Male,133,Female,31,Male,146,Female,33,Male,146,Female,33,Male,131,Female,38,Male,152,Female,46,Male,178,Female,41,Male,169,Female,39,Male,149,Female,60,Male,246,Female,58,Male,223,Female,66,Male,224
Female,16,Male,99,Female,19,Male,114,Female,22,Male,120,Female,28,Male,133,Female,31,Male,144,Female,33,Male,145,Female,33,Male,130,Female,38,Male,152,Female,44,Male,177,Female,40,Male,169,Female,38,Male,149,Female,60,Male,244,Female,58,Male,221,Female,65,Male,221
Female,15,Male,98,Female,19,Male,112,Female,22,Male,120,Female,28,Male,132,Female,30,Male,144,Female,32,Male,145,Female,33,Male,130,Female,37,Male,151,Female,44,Male,175,Female,40,Male,164,Female,38,Male,146,Female,60,Male,235,Female,58,Male,220,Female,65,Male,220
Female,15,Male,97,Female,19,Male,110,Female,22,Male,120,Female,27,Male,130,Female,30,Male,143,Female,32,Male,144,Female,32,Male,130,Female,36,Male,150,Female,42,Male,174,Female,39,Male,163,Female,38,Male,144,Female,58,Male,235,Female,55,Male,220,Female,64,Male,216
Female,15,Male,93,Female,19,Male,107,Female,22,Male,119,Female,26,Male,130,Female,30,Male,142,Female,32,Male,144,Female,32,Male,129,Female,36,Male,150,Female,41,Male,174,Female,38,Male,162,Female,38,Male,143,Female,58,Male,234,Female,55,Male,218,Female,62,Male,212
Female,15,Male,90,Female,18,Male,107,Female,21,Male,119,Female,26,Male,130,Female,29,Male,140,Female,32,Male,142,Female,31,Male,127,Female,36,Male,149,Female,40,Male,173,Female,38,Male,156,Female,36,Male,142,Female,58,Male,230,Female,54,Male,213,Female,61,Male,212
Female,14,Male,90,Female,17,Male,106,Female,21,Male,115,Female,26,Male,130,Female,29,Male,140,Female,31,Male,142,Female,30,Male,125,Female,35,Male,148,Female,40,Male,168,Female,38,Male,155,Female,36,Male,141,Female,56,Male,230,Female,53,Male,208,Female,56,Male,211
Female,14,Male,90,Female,17,Male,105,Female,21,Male,113,Female,25,Male,128,Female,29,Male,136,Female,31,Male,141,Female,30,Male,125,Female,35,Male,145,Female,40,Male,168,Female,37,Male,152,Female,36,Male,140,Female,56,Male,224,Female,52,Male,207,Female,56,Male,210
Female,14,Male,87,Female,17,Male,105,Female,20,Male,112,Female,25,Male,127,Female,29,Male,136,Female,31,Male,140,Female,30,Male,125,Female,35,Male,144,Female,39,Male,167,Female,37,Male,152,Female,36,Male,139,Female,55,Male,220,Female,52,Male,206,Female,55,Male,210
Female,13,Male,87,Female,17,Male,104,Female,20,Male,112,Female,24,Male,125,Female,29,Male,135,Female,30,Male,139,Female,28,Male,122,Female,32,Male,143,Female,38,Male,167,Female,36,Male,150,Female,36,Male,138,Female,55,Male,219,Female,51,Male,203,Female,55,Male,209
Female,13,Male,86,Female,16,Male,104,Female,20,Male,110,Female,24,Male,125,Female,28,Male,135,Female,30,Male,139,Female,28,Male,121,Female,32,Male,143,Female,38,Male,165,Female,36,Male,150,Female,36,Male,138,Female,55,Male,217,Female,51,Male,201,Female,55,Male,205
Female,13,Male,85,Female,16,Male,103,Female,20,Male,110,Female,24,Male,122,Female,28,Male,134,Female,29,Male,137,Female,28,Male,121,Female,32,Male,140,Female,38,Male,164,Female,35,Male,147,Female,36,Male,136,Female,54,Male,216,Female,50,Male,200,Female,54,Male,202
Female,13,Male,85,Female,16,Male,101,Female,19,Male,108,Female,24,Male,119,Female,28,Male,130,Female,29,Male,136,Female,27,Male,120,Female,31,Male,139,Female,37,Male,164,Female,35,Male,146,Female,36,Male,135,Female,53,Male,215,Female,50,Male,196,Female,54,Male,196
Female,12,Male,83,Female,16,Male,100,Female,19,Male,107,Female,23,Male,117,Female,28,Male,128,Female,29,Male,135,Female,27,Male,119,Female,31,Male,139,Female,37,Male,163,Female,35,Male,146,Female,35,Male,135,Female,50,Male,214,Female,49,Male,195,Female,53,Male,191
Female,12,Male,82,Female,16,Male,100,Female,19,Male,106,Female,23,Male,117,Female,27,Male,128,Female,28,Male,135,Female,27,Male,117,Female,31,Male,138,Female,37,Male,160,Female,34,Male,146,Female,35,Male,134,Female,49,Male,213,Female,48,Male,190,Female,53,Male,190
Female,12,Male,81,Female,16,Male,100,Female,18,Male,104,Female,22,Male,117,Female,27,Male,128,Female,28,Male,134,Female,26,Male,117,Female,31,Male,138,Female,37,Male,159,Female,34,Male,146,Female,35,Male,132,Female,48,Male,205,Female,47,Male,187,Female,52,Male,190
Female,12,Male,80,Female,15,Male,100,Female,18,Male,102,Female,22,Male,117,Female,27,Male,126,Female,28,Male,132,Female,26,Male,115,Female,31,Male,137,Female,36,Male,159,Female,33,Male,146,Female,34,Male,130,Female,47,Male,204,Female,47,Male,184,Female,51,Male,189
Female,12,Male,79,Female,15,Male,100,Female,17,Male,102,Female,21,Male,116,Female,27,Male,126,Female,28,Male,132,Female,26,Male,114,Female,30,Male,134,Female,36,Male,156,Female,33,Male,145,Female,34,Male,130,Female,47,Male,203,Female,46,Male,179,Female,51,Male,189
Female,11,Male,78,Female,14,Male,100,Female,17,Male,100,Female,20,Male,115,Female,27,Male,125,Female,27,Male,130,Female,26,Male,114,Female,30,Male,133,Female,36,Male,155,Female,33,Male,143,Female,33,Male,130,Female,46,Male,197,Female,46,Male,178,Female,50,Male,187
Female,11,Male,77,Female,14,Male,99,Female,17,Male,100,Female,20,Male,114,Female,26,Male,125,Female,27,Male,130,Female,26,Male,113,Female,30,Male,133,Female,36,Male,155,Female,33,Male,138,Female,33,Male,130,Female,44,Male,197,Female,45,Male,177,Female,50,Male,185
Female,11,Male,76,Female,14,Male,98,Female,16,Male,100,Female,20,Male,113,Female,26,Male,124,Female,27,Male,126,Female,25,Male,111,Female,30,Male,132,Female,36,Male,155,Female,33,Male,136,Female,33,Male,130,Female,43,Male,195,Female,44,Male,177,Female,50,Male,185
Female,11,Male,76,Female,14,Male,96,Female,16,Male,100,Female,20,Male,112,Female,25,Male,121,Female,26,Male,125,Female,24,Male,111,Female,29,Male,131,Female,35,Male,153,Female,33,Male,136,Female,33,Male,129,Female,42,Male,194,Female,44,Male,176,Female,50,Male,185
Female,11,Male,76,Female,14,Male,95,Female,16,Male,99,Female,20,Male,112,Female,25,Male,120,Female,25,Male,125,Female,24,Male,110,Female,29,Male,131,Female,35,Male,153,Female,32,Male,136,Female,33,Male,129,Female,41,Male,191,Female,43,Male,176,Female,50,Male,180
Female,10,Male,76,Female,13,Male,95,Female,16,Male,99,Female,20,Male,112,Female,25,Male,120,Female,25,Male,123,Female,24,Male,110,Female,28,Male,130,Female,35,Male,151,Female,32,Male,135,Female,32,Male,127,Female,41,Male,189,Female,43,Male,174,Female,49,Male,177
Female,10,Male,75,Female,13,Male,94,Female,16,Male,98,Female,19,Male,110,Female,24,Male,116,Female,25,Male,122,Female,23,Male,110,Female,28,Male,130,Female,34,Male,150,Female,32,Male,135,Female,32,Male,125,Female,41,Male,189,Female,42,Male,173,Female,48,Male,175
Female,10,Male,75,Female,12,Male,93,Female,15,Male,97,Female,19,Male,110,Female,24,Male,115,Female,25,Male,122,Female,23,Male,109,Female,28,Male,127,Female,34,Male,149,Female,32,Male,134,Female,32,Male,124,Female,41,Male,188,Female,42,Male,172,Female,48,Male,175
Female,10,Male,75,Female,12,Male,92,Female,15,Male,95,Female,19,Male,110,Female,24,Male,115,Female,25,Male,122,Female,23,Male,107,Female,28,Male,125,Female,34,Male,148,Female,31,Male,134,Female,31,Male,124,Female,40,Male,184,Female,42,Male,171,Female,48,Male,174
Female,10,Male,75,Female,12,Male,92,Female,14,Male,93,Female,19,Male,107,Female,23,Male,114,Female,25,Male,121,Female,23,Male,107,Female,28,Male,125,Female,33,Male,147,Female,31,Male,133,Female,31,Male,123,Female,40,Male,183,Female,42,Male,170,Female,47,Male,174
Female,10,Male,75,Female,12,Male,91,Female,14,Male,91,Female,18.5,Male,106,Female,23,Male,114,Female,25,Male,120,Female,23,Male,106,Female,27,Male,125,Female,33,Male,146,Female,31,Male,133,Female,31,Male,123,Female,40,Male,181,Female,41,Male,170,Female,47,Male,171
Female,10,Male,75,Female,12,Male,90,Female,14,Male,90,Female,18,Male,106,Female,23,Male,114,Female,24,Male,120,Female,22,Male,106,Female,27,Male,125,Female,32,Male,144,Female,31,Male,132,Female,30,Male,121,Female,39,Male,180,Female,41,Male,168,Female,47,Male,165
Female,10,Male,73,Female,11,Male,89,Female,13,Male,90,Female,18,Male,105,Female,22,Male,113,Female,24,Male,120,Female,22,Male,105,Female,27,Male,124,Female,32,Male,141,Female,30,Male,129,Female,30,Male,120,Female,39,Male,179,Female,41,Male,167,Female,46,Male,163
,,Male,72,Female,11,Male,88,Female,13,Male,90,Female,17,Male,105,Female,22,Male,113,Female,24,Male,119,Female,22,Male,104,Female,26,Male,124,Female,32,Male,141,Female,30,Male,129,Female,30,Male,119,Female,38,Male,179,Female,40,Male,166,Female,44,Male,162
,,Male,72,Female,11,Male,88,Female,13,Male,88,Female,17,Male,105,Female,22,Male,111,Female,23,Male,118,Female,22,Male,102,Female,26,Male,123,Female,32,Male,140,Female,29,Male,129,Female,30,Male,118,Female,38,Male,178,Female,40,Male,165,Female,43,Male,162
,,Male,72,Female,11,Male,86,Female,12,Male,85,Female,16.5,Male,104,Female,22,Male,111,Female,23,Male,117,Female,21,Male,100,Female,26,Male,123,Female,32,Male,140,Female,29,Male,128,Female,30,Male,117,Female,38,Male,178,Female,40,Male,165,Female,43,Male,160
,,Male,70,Female,11,Male,86,Female,12,Male,83,Female,16,Male,102,Female,21,Male,111,Female,23,Male,117,Female,21,Male,100,Female,26,Male,123,Female,31,Male,140,Female,29,Male,127,Female,29,Male,117,Female,37,Male,176,Female,39,Male,165,Female,43,Male,159
,,Male,69,Female,11,Male,86,Female,12,Male,83,Female,16,Male,101,Female,21,Male,110,Female,23,Male,116,Female,21,Male,100,Female,25,Male,122,Female,31,Male,136,Female,29,Male,126,Female,28,Male,116,Female,37,Male,175,Female,38,Male,165,Female,43,Male,158
,,Male,68,Female,11,Male,84,Female,12,Male,83,Female,16,Male,100,Female,21,Male,110,Female,22,Male,114,Female,21,Male,100,Female,25,Male,122,Female,31,Male,134,Female,28,Male,124,Female,28,Male,116,Female,37,Male,174,Female,38,Male,163,Female,42,Male,158
,,Male,66,Female,10,Male,84,Female,12,Male,83,Female,15.5,Male,100,Female,21,Male,110,Female,22,Male,113,Female,21,Male,98,Female,25,Male,122,Female,31,Male,134,Female,28,Male,124,Female,28,Male,115,Female,36,Male,172,Female,38,Male,162,Female,42,Male,158
,,Male,65,Female,10,Male,83,Female,11,Male,82,Female,15,Male,99,Female,20,Male,109,Female,22,Male,113,Female,21,Male,97,Female,25,Male,121,Female,31,Male,130,Female,28,Male,124,Female,27,Male,115,Female,36,Male,170,Female,38,Male,161,Female,42,Male,156
