Year,Name,Worth,Age
2001,"Albrecht, Theo & Karl",250.0,-
2001,"Quandt, Johanna & family",178.0,73
2001,"Bettencourt, Liliane",156.0,78
2001,"Kamprad, Ingvar",130.0,74
2001,"Kirch, Leo",120.0,-
2001,"Arnault, Bernard",107.0,52
2001,"Bertarelli, Ernesto & family",105.0,35
2001,"Berlusconi, Silvio",103.0,64
2001,"Rausing, Kirsten & family",90.0,64
2001,"Rausing, Hans",77.0,55
2001,"Del Vecchio, Leonardo",66.0,65
2001,"Ortega, Amancio",66.0,65
2001,"Grosvenor, Gerald Cavendish",65.0,49
2001,"Pinault, Francois",63.0,64
2001,"Landolt, Pierre & family",61.0,-
2001,"Benetton, Luciano & family",55.0,65
2001,"Curt, Engelhorn",54.0,74
2001,"Halley, Paul-Louis & family",54.0,57
2001,"Plattner, Hasso",54.0,72
2001,"Flick, Friedrich Karl Jr.",53.0,74
2001,"Haefner, Walter",53.0,53
2001,"Persson, Stefan",53.0,55
2001,"Otto, Michael & family",50.0,-
2001,"von Finck, August",50.0,73
2001,"Wertheimer, Alain & Gerard",50.0,71
2001,"Dassault, Serge & family",49.0,76
2001,"Herz, Gnter & family",48.0,60
2001,"Gerling, Rolf",47.0,46
2001,"Latsis, Spiros & family",46.0,54
2001,"von Holtzbrinck, Dieter & family",46.0,70
2001,"Mohn, Reinhard",45.0,58
2001,"Oetker, Rudolf & family",44.0,-
2001,"Haub, Erivan & family",40.0,-
2001,"Heineken, Alfred",40.0,57
2001,"Hayek, Nicolas",35.0,53
2001,"Schmidheiny, Stephan",35.0,68
2001,"Worth, Reinhold",35.0,51
2001,"Louis-Dreyfus, Gerard & family",34.0,-
2001,"Ebner, Martin",33.0,66
2001,"Foriel-Destezet, Phillipe",32.0,59
2001,"Kipp, Karl-Heinz",32.0,72
2001,"Agnelli, Giovanni & family",31.0,60
2001,"Doris, Ennio",31.0,75
2001,"Hopp, Dietmar & family",29.0,-
2001,"Jacobs, Klaus",28.0,66
2001,"Schroder, Bruno",27.0,75
2001,"Schmidheiny, Thomas",26.0,60
2001,"Tschira, Klaus",26.0,75
2001,"Beisheim, Otto",25.0,63
2001,"Ecclestone, Bernard",25.0,77
2001,"Schmidt-Ruthenbeck, Rainer & Michael",25.0,60
2001,"Khodorkovsky, Mikhail",24.0,37
2001,"Bosch, Robert Jr. & family",23.0,73
2001,"Bouygues, Martin & family",23.0,49
2001,"Decaux, Jean-Claude",22.0,70
2001,"Mller, Maersk Mc-Kinney",22.0,65
2001,"Dorrance, John T. III",21.0,73
2001,"Mantegazza, Sergio",21.0,-
2001,"Maramotti, Achille",21.0,74
2001,"Merckle, Adolf",21.0,-
2001,"Swire, Adrian & family",21.0,52
2001,"Burda, Hubert",20.0,61
2001,"Champalimaud, Antonio",20.0,87
2001,"Mann, Hugo & family",20.0,67
2001,"Thyssen-Bornemisza, Georg",20.0,63
2001,"Bulgari, Paolo & family",19.0,-
2001,"Hargreaves, John & family",19.0,57
2001,"Jahr, John & family",19.0,-
2001,"Kristiansen, Kjeld Kirk",19.0,-
2001,"Schrghuber, Stefan",19.0,56
2001,"Branson, Richard",18.0,37
2001,"March, Juan & Carlos",18.0,81
2001,"Mittal, Lakshmi",18.0,61
2001,"Potanin, Vladimir",18.0,51
2001,"Armani, Giorgio",17.0,66
2001,"Ferrero, Michele",17.0,69
2001,"Kudelski, Andr",17.0,63
2001,"Morrison, Kenneth & family",17.0,60
2001,"Bogdanov, Vladimir",16.0,56
2001,"Dumas, Jean-Louis & family",16.0,59
2001,"Primat, Didier",16.0,-
2001,"Bernat, Enric",15.0,-
2001,"Blocher, Christoph",15.0,-
2001,"Haji-Ioannou, Stelios",15.0,65
2001,"Viakhirev, Rem",15.0,56
2001,"Abramovich, Roman",14.0,-
2001,"Bellon, Pierre",14.0,-
2001,"Botn, Emilio & family",14.0,66
2001,"Fentener van Vlissingen, John A.",14.0,54
2001,"Hagen, Stein-Erik",14.0,-
2001,"Hilti, Michael & family",14.0,64
2001,"Liebherr, Willi & Isolde",14.0,57
2001,"Prada, Miuccia Bianchi",14.0,59
2001,Rafael del Pino & family,14.0,40
2001,"von Thurn und Taxis, Gloria",14.0,62
2001,"Alekperov, Vagit",13.0,66
2001,"Bamford, Anthony & family",13.0,-
2001,"De Benedetti, Carlo",13.0,74
2001,"Guerrand-Herms, Patrick",13.0,55
2001,"Hector, Hans-Werner",13.0,61
2001,"Micheli, Francesco",13.0,76
2001,"Fridman, Mikhail",13.0,36
2001,"Scaglia, Silvio",13.0,54
2001,"Tanzi, Calisto",13.0,76
2001,"Fredriksen, John",12.0,33
2001,"Kokkalis, Socrates",12.0,-
2001,"O'Reilly, Anthony",12.0,42
2001,"Rich, Marc David",12.0,-
2001,"Soru, Renato",12.0,65
2001,"Caltagirone, Francesco Gaetano",11.0,67
2001,"Chernomyrdin, Viktor",11.0,-
2001,"Provera, Marco Tronchetti",11.0,50
2001,Viscount Rothermere,11.0,59
2001,"Azevedo, Belmiro de",10.0,-
2001,"Cadogan, Gerald",10.0,50
2001,"de Rothschild, Benjamin",10.0,48
2001,"Dixon, Mark",10.0,66
2001,"Escarrer, Gabriel",10.0,-
2001,"Frre, Albert",10.0,-
2001,"Green, Pincus",10.0,40
2001,"Johnson, Antonia",10.0,59
2001,"Koplowitz, Alicia",10.0,57
2001,"Koplowitz, Esther",10.0,50
2001,"Servier, Jacques",10.0,-
2002,"Albrecht, Karl & Theo",268.0,82
2002,"Quandt, Johanna & family",184.0,74
2002,"Bettencourt, Liliane",149.0,78
2002,"Kamprad, Ingvar",134.0,75
2002,"Rausing, Kirsten & family",107.0,-
2002,"Ortega, Amancio",91.0,66
2002,"Bertarelli, Ernesto & family",84.0,36
2002,"Rausing, Hans",77.0,75
2002,"Berlusconi, Silvio",72.0,65
2002,"Arnault, Bernard",70.0,53
2002,"Grosvenor, Gerald Cavendish",67.0,50
2002,"Del Vecchio, Leonardo",66.0,66
2002,"Otto, Michael & family",65.0,58
2002,"Engelhorn, Curt",56.0,75
2002,"Persson, Stefan",56.0,54
2002,"Flick, Friedrich K Jr",55.0,75
2002,"Haefner, Walter",50.0,72
2002,"Benetton, Luciano & family",49.0,77
2002,"Dassault, Serge & family",49.0,66
2002,"Landolt, Pierre & family",48.0,71
2002,"von Finck, August",48.0,59
2002,Schickedanz daughters,45.0,73
2002,"Plattner, Hasso",44.0,36
2002,"de Carvalho, Charlene",43.0,47
2002,"Gerling, Rolf",43.0,80
2002,"Mohn, Reinhard",43.0,61
2002,"Sainsbury, David & family",43.0,47
2002,"Wertheimer, Alain & Gerard",43.0,71
2002,"von Holtzbrinck, Dieter & family",42.0,61
2002,"Halley, Paul Louis & family",40.0,57
2002,"Oetker, Rudolf August & family",40.0,69
2002,"Haub, Erivan & family",38.0,69
2002,"Khodorkovsky, Mikhail",37.0,38
2002,"Kipp, Karl-Heinz",34.0,66
2002,"Latsis, Spiro & family",34.0,76
2002,"Pinault, Francois",31.0,73
2002,"Schmidheiny, Stephan",31.0,66
2002,"Wurth, Reinhold",31.0,61
2002,"Abramovich, Roman",30.0,71
2002,"Ecclestone, Bernard",30.0,-
2002,"Burda, Hubert",29.0,-
2002,"Mantegazza, Sergio",28.0,57
2002,"Tschira, Klaus",28.0,50
2002,"Bauer, Heinz",26.0,62
2002,"Maramotti, Achille",25.0,60
2002,"Hayek, Nicolas",24.0,73
2002,"Hopp, Dietmar & family",24.0,56
2002,"Schmidheiny, Thomas",24.0,66
2002,"Agnelli, Giovanni & family",23.0,74
2002,"Bosch, Robert Jr & family",23.0,-
2002,"Dorrance, John T III",22.0,69
2002,"Foriel-Destezet, Philippe",22.0,66
2002,"Fridman, Mikhail",22.0,58
2002,"Louis-Dreyfus, Gerard & family",22.0,60
2002,"Kristiansen, Kjeld Kirk",21.0,79
2002,"Beisheim, Otto",20.0,73
2002,"Brost, Anneliese & family",20.0,-
2002,"Doris, Ennio",20.0,81
2002,"Ebner, Martin",20.0,88
2002,"Mann, Hugo & family",20.0,-
2002,"Moller, Maersk Mc-Kinney",20.0,61
2002,"Schmidt-Ruthenbeck, Rainer & Michael",20.0,64
2002,"Thyssen-Bornemisza, Georg",20.0,62
2002,"Hargreaves, John & family",19.0,-
2002,"Liebherr, Willi and Isolde",19.0,58
2002,"Merckle, Adolf",19.0,48
2002,"Schorghuber, Stefan",19.0,60
2002,"Cadogan, Gerald",18.0,54
2002,"Potanin, Vladimir",18.0,67
2002,"Schlecker, Anton",18.0,62
2002,"Schroder, Bruno & family",18.0,66
2002,"Bouygues, Martin & family",17.0,50
2002,"Champalimaud, Antonio",17.0,64
2002,"Decaux, Jean-Claude & family",17.0,63
2002,"Dumas, Jean-Louis & family",17.0,75
2002,"Ferrero, Michele",17.0,61
2002,"Morrison, Kenneth & family",17.0,57
2002,"Armani, Giorgio",16.0,75
2002,"Bogdanov, Vladimir",16.0,35
2002,"March, Juan & Carlos",16.0,50
2002,"del Pino, Rafael & family",15.0,-
2002,"Ehlerding, Karl & family",15.0,44
2002,"Jacobs, Klaus J",15.0,78
2002,"Rossi Di Montelera, Lorenzo & family",15.0,63
2002,"Swire, Adrian & family",15.0,57
2002,"Alekperov, Vagit",14.0,75
2002,"Blocher, Christoph",14.0,18
2002,"Branson, Richard",14.0,62
2002,"Douglas, Gustaf",14.0,-
2002,"Guerrand, Patrick & family",14.0,63
2002,"Haji-Ioannou, Stelios & family",14.0,51
2002,"Hector, Hans-Werner",14.0,64
2002,"van Vlissingen, John A Fentener",14.0,52
2002,"von Thurn und Taxis, Albert",14.0,48
2002,"Hagen, Stein Erik",13.0,50
2002,"Koplowitz, Alicia",13.0,45
2002,"O'Reilly, Anthony",13.0,66
2002,"Primat, Didier",13.0,-
2002,"Tanzi, Calisto & family",13.0,56
2002,"Bellon, Pierre & family",12.0,54
2002,"Bernat, Enric & family",12.0,-
2002,"Botin, Emilio & family",12.0,67
2002,"Bulgari, Paolo & family",12.0,-
2002,"Happel, Otto",12.0,-
2002,"Lautenschlager, Manfred",12.0,67
2002,"Matthews, Terry",12.0,65
2002,"Lewis, Joseph",11.0,52
2002,"Prada, Miuccia & family",11.0,-
2002,"Bamford, Anthony & family",10.0,76
2002,"Frere, Albert",10.0,59
2002,"Harmsworth, Jonathan",10.0,56
2002,"Johnson, Antonia",10.0,-
2002,"Kirch, Leo",10.0,78
2002,"Koplowitz, Esther",10.0,72
2002,"Kudelski, Andre",10.0,58
2002,"Marcegaglia, Steno & family",10.0,46
2002,"Springer, Friede",10.0,76
2003,Karl & Theo Albrecht,256.0,-
2003,Liliane Bettencourt,145.0,80
2003,Ingvar Kamprad,130.0,76
2003,Birgit Rausing & family,129.0,-
2003,Amancio Ortega,103.0,67
2003,Mikhail B Khodorkovsky,80.0,39
2003,Hans Rausing,77.0,76
2003,Gerald Cavendish Grosvenor,75.0,51
2003,Bernard Arnault,67.0,54
2003,Stefan Persson,67.0,55
2003,Silvio Berlusconi,59.0,66
2003,Roman A Abramovich,57.0,36
2003,Curt Engelhorn,57.0,76
2003,Friedrich K Flick Jr,57.0,76
2003,Leonardo Del Vecchio,56.0,67
2003,August von Finck,56.0,72
2003,Rudolf August Oetker & family,55.0,86
2003,Michael Otto & family,55.0,59
2003,SUnited Statenne Klatten,53.0,41
2003,Pierre Landolt & family,50.0,55
2003,Ernesto Bertarelli,47.0,37
2003,Luciano Benetton & family,46.0,67
2003,Alain & Gerard Wertheimer,45.0,-
2003,Mikhail M Fridman,43.0,38
2003,Stefan Quandt,43.0,37
2003,Karl-Heinz Kipp,41.0,79
2003,Reinhard Mohn & family,41.0,81
2003,Erivan Haub & family,38.0,70
2003,Maria -Elisabeth & Georg Schaeffler,38.0,-
2003,"Dieter, Monika & Stefan von Holtzbrinck",38.0,-
2003,Charlene L de Carvalho,37.0,48
2003,Antonia Johnson,36.0,59
2003,Michele Ferrero,35.0,76
2003,Johanna Quandt,34.0,75
2003,Spiro Latsis & family,33.0,56
2003,Adolf Merckle,33.0,68
2003,Serge Dassault & family,32.0,78
2003,Bernard Ecclestone & family,32.0,72
2003,Paul Louis Halley & family,32.0,68
2003,Rolf Gerling,30.0,48
2003,David Sainsbury & family,30.0,62
2003,Robert Bosch Jr & family,29.0,75
2003,Hubert Burda,29.0,63
2003,Hasso Plattner,29.0,59
2003,Francois Pinault,28.0,66
2003,Heinz Bauer,27.0,63
2003,Walter Haefner,27.0,92
2003,Sergio Mantegazza,26.0,75
2003,Reinhold Wrth,26.0,67
2003,Stephan Schmidheiny,25.0,55
2003,Viktor Vekselberg,25.0,45
2003,Stefan Schrghuber,24.0,41
2003,Clive Calder,23.0,56
2003,John T Dorrance III,23.0,59
2003,Kjeld Kirk Kristiansen,23.0,55
2003,Hugo Mann & family,23.0,89
2003,Anton Schlecker,23.0,58
2003,Jean-Claude Decaux & family,22.0,65
2003,Achille Maramotti,22.0,76
2003,Gerald Cadogan,21.0,65
2003,Rafael del Pino & family,21.0,82
2003,Girard Louis-Dreyfus & family,21.0,70
2003,Maersk Mc-Kinney Moller,20.0,89
2003,Otto Happel,19.0,55
2003,Thomas Schmidheiny,19.0,57
2003,Klaus Tschira,19.0,62
2003,Vladimir O Potanin,18.0,42
2003,Giorgio Armani,17.0,68
2003,Richard Branson,17.0,52
2003,Gnter Herz,17.0,62
2003,Juan & Carlos March,17.0,-
2003,Rosalia Mera,17.0,59
2003,Kenneth Morrison & family,17.0,71
2003,Nicolas Hayek,16.0,74
2003,Daniela Herz,16.0,49
2003,Willi and Isolde Liebherr,16.0,-
2003,Mikhail Prokhorov,16.0,37
2003,Hans Riegel,16.0,80
2003,Paul Riegel,16.0,76
2003,Madeleine Schickedanz,16.0,59
2003,Eugen Viehof & family,16.0,86
2003,Umberto Agnelli & family,15.0,68
2003,Oleg V Deripaska,15.0,34
2003,Jean-Louis Dumas & family,15.0,64
2003,Michael Herz,15.0,57
2003,Wolfgang Herz,15.0,52
2003,Albert von Thurn und Taxis,15.0,19
2003,Vladimir P Yevtushenkov,15.0,54
2003,Christoph Blocher,14.0,62
2003,Antonio Champalimaud,14.0,84
2003,Philip Green,14.0,51
2003,Miuccia Prada & family,14.0,53
2003,Adrian Swire & family,14.0,72
2003,John A Fentener van Vlissingen,14.0,64
2003,Vagit Y Alekperov,13.0,52
2003,Martin Bouygues & family,13.0,51
2003,Alicia Koplowitz,13.0,50
2003,Gerd Brachmann,12.0,-
2003,Ennio Doris,12.0,62
2003,Philippe Foriel-Destezet,12.0,67
2003,Joachim Herz,12.0,60
2003,Alexei A Mordashov,12.0,37
2003,Bruno Schroder & family,12.0,70
2003,Otto Beisheim,11.0,79
2003,Emilio Botin & family,11.0,68
2003,Anneliese Brost,11.0,82
2003,Heinz-Horst Deichmann,11.0,76
2003,John Hargreaves & family,11.0,59
2003,Jonathan Harmsworth,11.0,35
2003,Hans-Werner Hector,11.0,63
2003,Michael Hilti & family,11.0,56
2003,Klaus-Michael Khne,11.0,65
2003,Esther Koplowitz,11.0,52
2003,Joseph Lewis,11.0,66
2003,Leonid B Nevzlin,11.0,43
2003,Evgeny Schvidler,11.0,38
2003,Friede Springer,11.0,60
2003,Joop van den Ende,11.0,61
2003,Pierre Bellon & family,10.0,73
2003,Vladimir Bogdanov,10.0,51
2003,Mikhail B Brudno,10.0,43
2003,Jorgen Clausen & family,10.0,54
2003,John de Mol,10.0,47
2003,Vladimir M Dubov,10.0,45
2003,Albert Frere,10.0,77
2003,Emilio Gnutti,10.0,56
2003,Stein Erik Hagen,10.0,46
2003,Platon L Lebedev,10.0,46
2003,Steno Marcegaglia & family,10.0,72
2003,Dietrich Mateschitz,10.0,58
2003,Terence Matthews,10.0,59
2003,Anthony O'Reilly,10.0,66
2003,Didier Primat,10.0,58
2003,Vasily S Shakhnovsky,10.0,45
2004,Karl Albrecht,230.0,84
2004,Liliane Bettencourt,188.0,81
2004,Ingvar Kamprad,185.0,77
2004,Theo Albrecht,181.0,81
2004,Mikhail Khodorkovsky,150.0,40
2004,Bernard Arnault,122.0,55
2004,Roman Abramovich,106.0,37
2004,Silvio Berlusconi,100.0,67
2004,Birgit Rausing & family,93.0,80
2004,Amancio Ortega,92.0,68
2004,Gerald Cavendish Grosvenor,87.0,52
2004,Stefan Persson,86.0,56
2004,SUnited Statenne Klatten,81.0,42
2004,Michael Otto & family,80.0,60
2004,Hans Rausing,80.0,77
2004,Rudolf August Oetker & family,75.0,87
2004,Ernesto Bertarelli,74.0,38
2004,Leonardo Del Vecchio,69.0,68
2004,August von Finck,68.0,73
2004,Stefan Quandt,65.0,38
2004,Serge Dassault & family,64.0,79
2004,Maria-Elisabeth & Georg Schaeffler,61.0,-
2004,Curt Engelhorn,59.0,77
2004,Friedrich Flick Jr,58.0,77
2004,Mikhail Fridman,56.0,39
2004,Alain & Gerard Wertheimer,56.0,-
2004,Hasso Plattner,54.0,60
2004,Adolf Merckle,53.0,69
2004,Johanna Quandt,53.0,76
2004,Antonia Johnson,52.0,60
2004,Maersk Mc-Kinney Moller,51.0,90
2004,Philip Green,50.0,52
2004,Vladimir Potanin,49.0,43
2004,Mikhail Prokhorov,48.0,38
2004,Francois Pinault,47.0,67
2004,Charlene de Carvalho-Heineken,46.0,49
2004,Karl-Heinz Kipp,46.0,80
2004,Luciano Benetton & family,45.0,68
2004,Walter Haefner,45.0,93
2004,Erivan Haub & family,45.0,71
2004,Spiro Latsis & family,44.0,57
2004,Reinhold Wrth,44.0,68
2004,Reinhard Mohn & family,42.0,82
2004,David Sainsbury & family,40.0,63
2004,Vladimir Lisin,38.0,47
2004,Robert Bosch Jr & family,37.0,76
2004,Jean-Claude Decaux & family,37.0,66
2004,Michele Ferrero,37.0,77
2004,Jorgen Clausen & family,35.0,55
2004,Bernard Ecclestone & family,35.0,73
2004,Alexei Mordashov,35.0,38
2004,Klaus Tschira,34.0,63
2004,Oleg Deripaska,33.0,35
2004,Anton Schlecker,33.0,59
2004,Viktor Vekselberg,33.0,46
2004,Antonio Champalimaud,31.0,85
2004,David & Frederick Barclay,30.0,-
2004,Rafael del Pino & family,30.0,83
2004,Heidi Horten,30.0,63
2004,Sergio Mantegazza,30.0,76
2004,Grard Louis-Dreyfus & family,29.0,71
2004,Thomas Schmidheiny,29.0,58
2004,Stefan Schrghuber,29.0,42
2004,Michael Herz,28.0,58
2004,Vagit Alekperov,27.0,53
2004,Otto Beisheim,27.0,80
2004,Otto Happel,27.0,56
2004,Rainer & Michael Schmidt-Ruthenbeck,27.0,-
2004,Karl Wlaschek,27.0,86
2004,Wolfgang Herz,26.0,53
2004,Willi & Isolde Liebherr & family,26.0,-
2004,Stephan Schmidheiny,26.0,56
2004,Kjeld Kirk Kristiansen,25.0,56
2004,Hubert Burda,24.0,64
2004,Charles Gerald John Cadogan,24.0,66
2004,John Dorrance III,24.0,60
2004,Hugo Mann & family,24.0,90
2004,Juan & Carlos March,24.0,-
2004,Clive Calder,23.0,57
2004,Michael Hilti & family,23.0,57
2004,Madeleine Schickedanz,23.0,60
2004,Giorgio Armani,22.0,69
2004,Heinz Bauer,22.0,64
2004,Richard Branson,22.0,53
2004,Nicolas Hayek,22.0,75
2004,Umberto Agnelli & family,21.0,69
2004,Jean-Louis Dumas & family,21.0,65
2004,Philippe Foriel-Destezet,21.0,68
2004,Rolf Gerling,21.0,49
2004,Achille Maramotti,21.0,77
2004,Albert von Thurn und Taxis,21.0,20
2004,Martin Bouygues & family,20.0,52
2004,Ennio Doris,20.0,63
2004,Klaus-Michael Khne,20.0,66
2004,Leonid Nevzlin,20.0,44
2004,Augusto & Giorgio Perfetti,20.0,-
2004,Friede Springer,20.0,61
2004,John Fredriksen,19.0,59
2004,Daniela Herz,19.0,50
2004,Gnter Herz,19.0,63
2004,Bruno Schroder & family,19.0,71
2004,Eugen Viehof & family,19.0,87
2004,Emilio Botin,18.0,69
2004,Mikhail Brudno,18.0,44
2004,John de Mol,18.0,48
2004,Vladimir Dubov,18.0,46
2004,Stein Erik Hagen,18.0,47
2004,John Jahr & family,18.0,70
2004,Platon Lebedev,18.0,47
2004,Kenneth Morrison,18.0,72
2004,Vasily Shakhnovsky,18.0,46
2004,Arne Wilhelmsen & family,18.0,74
2004,Vladimir Bogdanov,17.0,52
2004,Hans-Werner Hector,17.0,64
2004,Esther Koplowitz,17.0,53
2004,Isak Andic,16.0,49
2004,Joseph Lewis,16.0,67
2004,Rosalia Mera,16.0,60
2004,John A Fentener van Vlissingen,16.0,65
2004,Miuccia Prada & family,15.0,54
2004,Adrian Swire & family,15.0,73
2004,Vladimir Yevtushenkov,15.0,55
2004,Gerd Brachmann,14.0,-
2004,John Caudwell,14.0,51
2004,Heinz-Horst Deichmann,14.0,77
2004,German Khan,14.0,42
2004,Alicia Koplowitz,14.0,51
2004,Fredrik Lundberg,14.0,52
2004,Dietrich Mateschitz,14.0,59
2004,Didier Primat,14.0,59
2004,Sylvia Strher,14.0,-
2004,Francesco Gaetano Caltagirone & family,13.0,60
2004,Gustaf Douglas,13.0,66
2004,Leonid Fedun,13.0,47
2004,Steno Marcegaglia & family,13.0,73
2004,Hans Riegel,13.0,81
2004,Paul Riegel,13.0,77
2004,Nikolai Tsvetkov,13.0,43
2004,Joop van den Ende,13.0,62
2004,Belmiro de Azevedo,12.0,65
2004,Pierre Bellon & family,12.0,74
2004,Anneliese Brost,12.0,83
2004,Albert Frere,12.0,78
2004,Jonathan Harmsworth,12.0,36
2004,Ingeburg Herz,12.0,-
2004,Joachim Herz,12.0,61
2004,Terence (Terry) Matthews,12.0,60
2004,Hermann Schnabel,12.0,82
2004,Vyacheslav Sheremet,12.0,62
2004,Rem Vyakhirev,12.0,69
2004,Andrei Melnichenko,11.0,32
2004,Anthony O'Reilly,11.0,67
2004,Monika Schoeller,11.0,65
2004,Dieter von Holtzbrinck,11.0,62
2004,Stefan von Holtzbrinck,11.0,40
2004,Alexander Abramov,10.0,45
2004,Emilio Gnutti,10.0,57
2004,John Hargreaves & family,10.0,60
2004,Dietmar Hopp,10.0,63
2004,Liselott Persson,10.0,-
2004,Stefano Pessina,10.0,62
2004,Sergei Popov,10.0,32
2004,Joanne (JK) Rowling,10.0,38
2004,Olav Thon,10.0,80
2005,Ingvar Kamprad,230.0,78
2005,Karl Albrecht,185.0,85
2005,Liliane Bettencourt,172.0,82
2005,Bernard Arnault,170.0,56
2005,Theo Albrecht,155.0,83
2005,Roman Abramovich,133.0,38
2005,Amancio Ortega,126.0,69
2005,Silvio Berlusconi,120.0,68
2005,Stefan Persson,112.0,57
2005,Luciano Benetton & family,99.0,69
2005,Leonardo Del Vecchio,85.0,69
2005,Michele Ferrero & family,85.0,78
2005,Michael Otto & family,83.0,61
2005,SUnited Statenne Klatten,82.0,43
2005,Hans Rausing,82.0,79
2005,Serge Dassault & family,78.0,80
2005,Rudolf August Oetker & family,77.0,88
2005,Birgit Rausing & family,76.0,81
2005,Spiro Latsis & family,75.0,58
2005,Reinhold Wrth,72.0,69
2005,Mikhail Fridman,70.0,40
2005,Vladimir Lisin,70.0,48
2005,Adolf Merckle,69.0,70
2005,Stefan Quandt,67.0,39
2005,Philip & Cristina Green,63.0,-
2005,Maria-Elisabeth & Georg Schaeffler,63.0,-
2005,August von Finck,63.0,74
2005,Curt Engelhorn,60.0,78
2005,Friedrich Flick Jr,60.0,78
2005,Francois Pinault,59.0,68
2005,Ernesto Bertarelli,58.0,39
2005,Gerald Cavendish Grosvenor & family,56.0,53
2005,Reinhard Mohn & family,56.0,83
2005,Oleg Deripaska,55.0,36
2005,Jean-Claude Decaux & family,54.0,67
2005,Antonia Johnson,54.0,61
2005,Johanna Quandt,54.0,77
2005,Maersk Mc-Kinney Moller,53.0,91
2005,Rafael del Pino,50.0,84
2005,Hasso Plattner,50.0,61
2005,Viktor Vekselberg,50.0,47
2005,Charlene de Carvalho-Heineken,49.0,50
2005,Karl-Heinz Kipp,48.0,81
2005,Alexei Mordashov,48.0,39
2005,Alain & Gerard Wertheimer,48.0,-
2005,Robert Bosch Jr & family,46.0,77
2005,Giorgio Armani,45.0,70
2005,Vladimir Potanin,44.0,44
2005,Mikhail Prokhorov,44.0,39
2005,Vagit Alekperov,43.0,54
2005,Walter Haefner,43.0,94
2005,Erivan Haub & family,43.0,72
2005,David Sainsbury & family,43.0,64
2005,Thomas Schmidheiny,38.0,59
2005,Andreas Strngmann,38.0,55
2005,Thomas Strngmann,38.0,55
2005,Bernard Ecclestone & family,36.0,74
2005,Victor Rashnikov,36.0,56
2005,Jorgen Clausen & family,35.0,56
2005,Willi & Isolde Liebherr & family,35.0,-
2005,David & Frederick Barclay,34.0,-
2005,Otto Beisheim,34.0,81
2005,John Fredriksen,34.0,60
2005,Rainer & Michael Schmidt-Ruthenbeck,33.0,-
2005,Richard Branson,32.0,54
2005,Rolf Gerling,32.0,50
2005,Klaus-Michael Khne,32.0,67
2005,Grard Louis-Dreyfus & family,32.0,72
2005,Madeleine Schickedanz,32.0,61
2005,Klaus Tschira,32.0,64
2005,Heidi Horten,31.0,64
2005,Sergio Mantegazza,30.0,77
2005,Miuccia Prada & family,30.0,55
2005,Anton Schlecker,30.0,60
2005,Stefan Schrghuber,29.0,43
2005,Karl Wlaschek,29.0,87
2005,Jesus de Polanco,28.0,75
2005,Stephan Schmidheiny,28.0,57
2005,Charles Cadogan & family,27.0,68
2005,Otto Happel,27.0,57
2005,Hubert Burda,26.0,65
2005,Michael Hilti & family,26.0,58
2005,Boris Ivanishvili,26.0,49
2005,Hugo Mann & family,26.0,91
2005,Gianluigi & Rafaela Aponte,25.0,-
2005,John Dorrance III,25.0,61
2005,Esther Koplowitz,25.0,54
2005,Kjeld Kirk Kristiansen,25.0,57
2005,Rinat Akhmetov,24.0,38
2005,Martin Bouygues & family,24.0,53
2005,Michael Herz,24.0,59
2005,Vladimir Yevtushenkov,24.0,56
2005,Alexander Abramov,23.0,46
2005,Vladimir Bogdanov,23.0,53
2005,Clive Calder,23.0,58
2005,Jean-Louis Dumas & family,23.0,66
2005,Melinda Esterhazy,23.0,84
2005,Frits Goldschmeding,23.0,71
2005,Stein Erik Hagen,23.0,48
2005,Friede Springer,23.0,62
2005,Vincent Bollore,22.0,52
2005,Wolfgang Herz,22.0,54
2005,Mikhail Khodorkovsky,22.0,41
2005,Heinz Bauer,21.0,65
2005,Francesco Gaetano Caltagirone & family,21.0,62
2005,Nicolas Hayek,21.0,76
2005,German Khan,21.0,43
2005,Nikolai Tsvetkov,21.0,44
2005,Isak Andic,20.0,50
2005,John de Mol,20.0,50
2005,Ennio Doris & family,20.0,64
2005,Leonid Fedun,20.0,48
2005,Philippe Foriel-Destezet,20.0,69
2005,Gnter Herz,20.0,64
2005,Fredrik Lundberg,20.0,53
2005,Dietrich Mateschitz,20.0,60
2005,Rosalia Mera,20.0,61
2005,Hermann Schnabel,20.0,83
2005,Bruno Schroder & family,20.0,72
2005,Eugen Viehof,20.0,88
2005,Albert von Thurn und Taxis,20.0,21
2005,Emilio Botin,19.0,70
2005,Daniela Herz,19.0,51
2005,Albert Frere,18.0,79
2005,Sylvia Strher,18.0,50
2005,Alisher Usmanov,18.0,51
2005,Belmiro de Azevedo,17.0,67
2005,Joachim Herz,17.0,62
2005,Stefano Pessina,17.0,63
2005,Didier Primat,17.0,60
2005,John Whittaker,17.0,63
2005,Heinz-Horst Deichmann,16.0,78
2005,Hans-Werner Hector,16.0,65
2005,Manuel Jove,16.0,63
2005,Alexei Kuzmichov,16.0,42
2005,Alexander Lebedev,16.0,45
2005,Joseph Lewis,16.0,68
2005,Iskander Makhmudov,16.0,42
2005,Gustaf Douglas,15.0,67
2005,Jonathan Harmsworth,15.0,37
2005,Vladimir Iorich,15.0,46
2005,Jorgen Philip-Sorensen,15.0,66
2005,Igor Zyuzin,15.0,44
